id	text	class_label
379	It just runs in the background. All the whingers who left bad reviews, Try registering again. Let's stamp this virus out!!	1
380	Very good	0
381	I think this is useless	1
382	The new version is missing the qr scanner button. \ud83d\ude31\ud83d\ude31 How do I scan?	1
383	It was working fine until yesterday, from last update. It's not getting active when turning the Bluetooth on.	1
384	The App is draining the battery in a matter of hours since Friday 7th August. I have had to uninstall it until it is rectified.	1
385	good	0
386	As an international student, I do not have a Singapore number as I'm overseas majority of the time. However, due to the covid-19, I came back to Singspore to be with my family. Is it possible to implement the use of international number of instead of just singapore number?	1
387	Improved UI but Battery draining still...	1
388	You need to fix an issue that logs you out when the iphone turns off.	1
389	Keeps dropping my Bluetooth audio connections - calls and music. Really annoying. New version crashes regularly and needs to be manually restarted.	1
390	Very good	0
391	Battery drainer , security to be enhanced .	1
392	Scan entry QR code having problem after update. Error prompt "Error scanning QR code: Please ensure your Google Play Services is update before trying again"	1
393	However, this app hangs once in awhile when registering	1
394	I already registered on the web base staysafe.ph and used facebook on my registration. This app followed so i downloaded it. When trying to login the choice of loging using facebook is not an option now. No other choice but to use mobile number to login. Unforetunately my password is not working on this app. I made sure of this by trying to login on the web base using my password and it works fine. I also tried multiple times to make sure I input my password correctly. This is a dead end.	1
395	Its not working ...my result didnt even come yet .. my dads and brothers ok it came ..but result only last for 48 hours ... i am waiting for mine ... still shows no result \ud83d\ude11	1
396	Nice app	0
397	nice	0
398	Can't download :(	1
399	It constantly turns off on screen save - it doesnt overide the screen/battery saver - almost pointless having it as it is off 90% of the time all by itself	1
400	Works fine on my phone. For security, I turn Bluetooth off, and deny location permissions, as soon as I return home. Also, i suggest to give it a fake name instead of your full name when you register.	1
401	Like	0
402	Force closed di android Q	1
403	Wife confirmed covid case, no notification or warning from this app. I developed symptoms today. Contacted HSE, they wanted me to walk nearly 12KM to get a test, refused to send someone out, I do not drive and cannot get a lift, I have symptoms. They were very rude and abrupt on phone. Received text message saying to isolate but I have to go to work or I will lose my job, boss requires negative test result but I cannot get one because HSE are garbage. Now what? I have to go out, I have to work.	0
404	good	0
405	Doesnt reconigise our mobile numbers!	1
406	Convenient	0
407	Cannot login	1
408	Simple and easy to register	0
409	Good	0
410	Facing date of birth issue, unable to register	1
411	Cool	0
412	Keeps asking for battery optimisation permission everytime	1
413	I don't know whats the use of this app	1
414	Won't download!??	1
415	Very good	0
416	Very usefull	0
417	This app will not accept my mobile phone number irrespective if I include or omit the first zero.	1
418	used a huge amount of data..not sure why it had to, more than any other app i have ever had ..	1
419	After downloading this app i cant use my smartphone properly my mob get stuck. When i uninstalled my smartphone get ok	1
420	Please try to get it ready Huawei P40 Pro. It has been so long since TT was developed, when can we get this prioritise? Have raise this as a feature request with your support team since June, however till now nothing is improved. Appreciate the works of Govtech, however the various Covid 19 apps are compulsory for some sector and it is important for it to work on across all devices. This issue is being shared extensively in various forums. Kindly listen to the feedback and not just bury it.	1
421	Great way to protect yourself and others.	0
422	Download not possible but why.	1
423	Very nice app, but so sad for today coz i need to buy my Stuff but suddenly i got Question Mark. Feel sad, fasting again till my etheraz get back	0
424	Good	0
425	I think there needs to be the option for using non-singapore numbers since there are many foreigners in Singapore.	1
426	Good	0
427	I can't log in.	1
428	Update: Lots of Improvement. However, the data transparency portion need improvement. E.g. Allow user to refresh to update the number of contacts made. 1. Interference with other bluetooth devices. 2. No simple data transparency to encourage users. E.g. "Congrats you have maintained social distancing today" 3. No data insights. E.g. a simple bar chart can make us aware of our social distancing effort and make improvement. 4. No option to allow us to turn off when at home.	1
